"run","tick","human_count","zombie_count"
25,1.0,199,11
25,2.0,198,12
25,3.0,196,14
25,4.0,195,15
25,5.0,195,15
25,6.0,195,15
25,7.0,195,15
25,8.0,195,15
25,9.0,195,15
25,10.0,195,15
25,11.0,195,15
25,12.0,194,16
25,13.0,194,16
25,14.0,193,17
25,15.0,192,18
25,16.0,192,18
25,17.0,192,18
25,18.0,192,18
25,19.0,190,20
25,20.0,189,21
25,21.0,188,22
25,22.0,186,24
25,23.0,186,24
25,24.0,185,25
25,25.0,185,25
25,26.0,184,26
25,27.0,184,26
25,28.0,184,26
25,29.0,183,27
25,30.0,182,28
25,31.0,181,29
25,32.0,180,30
25,33.0,178,32
25,34.0,177,33
25,35.0,175,35
25,36.0,174,36
25,37.0,174,36
25,38.0,172,38
25,39.0,169,41
25,40.0,168,42
25,41.0,163,47
25,42.0,162,48
25,43.0,160,50
25,44.0,160,50
25,45.0,160,50
25,46.0,158,52
25,47.0,158,52
25,48.0,157,53
25,49.0,156,54
25,50.0,154,56
25,51.0,149,61
25,52.0,146,64
25,53.0,145,65
25,54.0,142,68
25,55.0,138,72
25,56.0,135,75
25,57.0,130,80
25,58.0,129,81
25,59.0,126,84
25,60.0,120,90
25,61.0,115,95
25,62.0,110,100
25,63.0,107,103
25,64.0,107,103
25,65.0,102,108
25,66.0,99,111
25,67.0,94,116
25,68.0,87,123
25,69.0,87,123
25,70.0,80,130
25,71.0,76,134
25,72.0,69,141
25,73.0,65,145
25,74.0,61,149
25,75.0,60,150
25,76.0,60,150
25,77.0,58,152
25,78.0,58,152
25,79.0,57,153
25,80.0,54,156
25,81.0,51,159
25,82.0,49,161
25,83.0,43,167
25,84.0,40,170
25,85.0,37,173
25,86.0,37,173
25,87.0,35,175
25,88.0,33,177
25,89.0,31,179
25,90.0,30,180
25,91.0,28,182
25,92.0,26,184
25,93.0,25,185
25,94.0,24,186
25,95.0,21,189
25,96.0,19,191
25,97.0,18,192
25,98.0,18,192
25,99.0,18,192
25,100.0,18,192
25,101.0,17,193
25,102.0,17,193
25,103.0,16,194
25,104.0,15,195
25,105.0,15,195
25,106.0,15,195
25,107.0,15,195
25,108.0,12,198
25,109.0,11,199
25,110.0,11,199
25,111.0,9,201
25,112.0,9,201
25,113.0,9,201
25,114.0,7,203
25,115.0,7,203
25,116.0,6,204
25,117.0,6,204
25,118.0,6,204
25,119.0,6,204
25,120.0,6,204
25,121.0,6,204
25,122.0,6,204
25,123.0,6,204
25,124.0,6,204
25,125.0,6,204
25,126.0,5,205
25,127.0,5,205
25,128.0,5,205
25,129.0,5,205
25,130.0,5,205
25,131.0,5,205
25,132.0,4,206
25,133.0,4,206
25,134.0,4,206
25,135.0,4,206
25,136.0,4,206
25,137.0,4,206
25,138.0,4,206
25,139.0,3,207
25,140.0,3,207
25,141.0,2,208
25,142.0,2,208
25,143.0,2,208
25,144.0,2,208
25,145.0,2,208
25,146.0,1,209
25,147.0,1,209
25,148.0,1,209
25,149.0,1,209
25,150.0,1,209
