"run","tick","human_count","zombie_count"
2,1.0,198,12
2,2.0,196,14
2,3.0,196,14
2,4.0,193,17
2,5.0,191,19
2,6.0,189,21
2,7.0,186,24
2,8.0,184,26
2,9.0,181,29
2,10.0,179,31
2,11.0,172,38
2,12.0,170,40
2,13.0,166,44
2,14.0,158,52
2,15.0,150,60
2,16.0,143,67
2,17.0,141,69
2,18.0,139,71
2,19.0,133,77
2,20.0,128,82
2,21.0,124,86
2,22.0,122,88
2,23.0,118,92
2,24.0,111,99
2,25.0,106,104
2,26.0,103,107
2,27.0,98,112
2,28.0,92,118
2,29.0,84,126
2,30.0,80,130
2,31.0,73,137
2,32.0,69,141
2,33.0,62,148
2,34.0,55,155
2,35.0,50,160
2,36.0,48,162
2,37.0,46,164
2,38.0,43,167
2,39.0,41,169
2,40.0,37,173
2,41.0,35,175
2,42.0,30,180
2,43.0,27,183
2,44.0,24,186
2,45.0,22,188
2,46.0,22,188
2,47.0,21,189
2,48.0,20,190
2,49.0,18,192
2,50.0,16,194
2,51.0,14,196
2,52.0,12,198
2,53.0,10,200
2,54.0,8,202
2,55.0,6,204
2,56.0,6,204
2,57.0,5,205
2,58.0,5,205
2,59.0,5,205
2,60.0,5,205
2,61.0,5,205
2,62.0,5,205
2,63.0,4,206
2,64.0,4,206
2,65.0,4,206
2,66.0,4,206
2,67.0,3,207
2,68.0,2,208
2,69.0,2,208
2,70.0,2,208
2,71.0,2,208
2,72.0,1,209
2,73.0,1,209
2,74.0,1,209
2,75.0,1,209
2,76.0,1,209
2,77.0,1,209
2,78.0,1,209
2,79.0,1,209
2,80.0,1,209
2,81.0,1,209
2,82.0,1,209
2,83.0,1,209
2,84.0,1,209
2,85.0,1,209
2,86.0,1,209
2,87.0,1,209
2,88.0,1,209
2,89.0,1,209
2,90.0,1,209
2,91.0,1,209
2,92.0,1,209
2,93.0,1,209
2,94.0,0,210
2,95.0,0,210
2,96.0,0,210
2,97.0,0,210
2,98.0,0,210
2,99.0,0,210
2,100.0,0,210
2,101.0,0,210
2,102.0,0,210
2,103.0,0,210
2,104.0,0,210
2,105.0,0,210
2,106.0,0,210
2,107.0,0,210
2,108.0,0,210
2,109.0,0,210
2,110.0,0,210
2,111.0,0,210
2,112.0,0,210
2,113.0,0,210
2,114.0,0,210
2,115.0,0,210
2,116.0,0,210
2,117.0,0,210
2,118.0,0,210
2,119.0,0,210
2,120.0,0,210
2,121.0,0,210
2,122.0,0,210
2,123.0,0,210
2,124.0,0,210
2,125.0,0,210
2,126.0,0,210
2,127.0,0,210
2,128.0,0,210
2,129.0,0,210
2,130.0,0,210
2,131.0,0,210
2,132.0,0,210
2,133.0,0,210
2,134.0,0,210
2,135.0,0,210
2,136.0,0,210
2,137.0,0,210
2,138.0,0,210
2,139.0,0,210
2,140.0,0,210
2,141.0,0,210
2,142.0,0,210
2,143.0,0,210
2,144.0,0,210
2,145.0,0,210
2,146.0,0,210
2,147.0,0,210
2,148.0,0,210
2,149.0,0,210
2,150.0,0,210
