"run","tick","human_count","zombie_count"
18,1.0,199,11
18,2.0,199,11
18,3.0,198,12
18,4.0,198,12
18,5.0,197,13
18,6.0,196,14
18,7.0,195,15
18,8.0,193,17
18,9.0,190,20
18,10.0,187,23
18,11.0,185,25
18,12.0,185,25
18,13.0,182,28
18,14.0,178,32
18,15.0,175,35
18,16.0,173,37
18,17.0,170,40
18,18.0,169,41
18,19.0,169,41
18,20.0,164,46
18,21.0,159,51
18,22.0,155,55
18,23.0,149,61
18,24.0,147,63
18,25.0,146,64
18,26.0,144,66
18,27.0,138,72
18,28.0,131,79
18,29.0,123,87
18,30.0,117,93
18,31.0,112,98
18,32.0,108,102
18,33.0,104,106
18,34.0,99,111
18,35.0,93,117
18,36.0,86,124
18,37.0,81,129
18,38.0,76,134
18,39.0,71,139
18,40.0,64,146
18,41.0,61,149
18,42.0,59,151
18,43.0,53,157
18,44.0,47,163
18,45.0,46,164
18,46.0,43,167
18,47.0,40,170
18,48.0,36,174
18,49.0,31,179
18,50.0,28,182
18,51.0,27,183
18,52.0,25,185
18,53.0,24,186
18,54.0,23,187
18,55.0,21,189
18,56.0,18,192
18,57.0,17,193
18,58.0,15,195
18,59.0,14,196
18,60.0,13,197
18,61.0,13,197
18,62.0,11,199
18,63.0,11,199
18,64.0,10,200
18,65.0,7,203
18,66.0,7,203
18,67.0,6,204
18,68.0,6,204
18,69.0,4,206
18,70.0,4,206
18,71.0,4,206
18,72.0,3,207
18,73.0,2,208
18,74.0,2,208
18,75.0,1,209
18,76.0,1,209
18,77.0,1,209
18,78.0,1,209
18,79.0,1,209
18,80.0,0,210
18,81.0,0,210
18,82.0,0,210
18,83.0,0,210
18,84.0,0,210
18,85.0,0,210
18,86.0,0,210
18,87.0,0,210
18,88.0,0,210
18,89.0,0,210
18,90.0,0,210
18,91.0,0,210
18,92.0,0,210
18,93.0,0,210
18,94.0,0,210
18,95.0,0,210
18,96.0,0,210
18,97.0,0,210
18,98.0,0,210
18,99.0,0,210
18,100.0,0,210
18,101.0,0,210
18,102.0,0,210
18,103.0,0,210
18,104.0,0,210
18,105.0,0,210
18,106.0,0,210
18,107.0,0,210
18,108.0,0,210
18,109.0,0,210
18,110.0,0,210
18,111.0,0,210
18,112.0,0,210
18,113.0,0,210
18,114.0,0,210
18,115.0,0,210
18,116.0,0,210
18,117.0,0,210
18,118.0,0,210
18,119.0,0,210
18,120.0,0,210
18,121.0,0,210
18,122.0,0,210
18,123.0,0,210
18,124.0,0,210
18,125.0,0,210
18,126.0,0,210
18,127.0,0,210
18,128.0,0,210
18,129.0,0,210
18,130.0,0,210
18,131.0,0,210
18,132.0,0,210
18,133.0,0,210
18,134.0,0,210
18,135.0,0,210
18,136.0,0,210
18,137.0,0,210
18,138.0,0,210
18,139.0,0,210
18,140.0,0,210
18,141.0,0,210
18,142.0,0,210
18,143.0,0,210
18,144.0,0,210
18,145.0,0,210
18,146.0,0,210
18,147.0,0,210
18,148.0,0,210
18,149.0,0,210
18,150.0,0,210
