"run","tick","human_count","zombie_count"
11,1.0,196,14
11,2.0,195,15
11,3.0,195,15
11,4.0,195,15
11,5.0,193,17
11,6.0,193,17
11,7.0,193,17
11,8.0,192,18
11,9.0,191,19
11,10.0,190,20
11,11.0,189,21
11,12.0,188,22
11,13.0,188,22
11,14.0,188,22
11,15.0,187,23
11,16.0,185,25
11,17.0,183,27
11,18.0,181,29
11,19.0,180,30
11,20.0,179,31
11,21.0,179,31
11,22.0,177,33
11,23.0,175,35
11,24.0,174,36
11,25.0,173,37
11,26.0,169,41
11,27.0,165,45
11,28.0,160,50
11,29.0,158,52
11,30.0,157,53
11,31.0,155,55
11,32.0,152,58
11,33.0,151,59
11,34.0,149,61
11,35.0,148,62
11,36.0,147,63
11,37.0,146,64
11,38.0,142,68
11,39.0,141,69
11,40.0,137,73
11,41.0,134,76
11,42.0,132,78
11,43.0,129,81
11,44.0,128,82
11,45.0,127,83
11,46.0,124,86
11,47.0,121,89
11,48.0,116,94
11,49.0,114,96
11,50.0,112,98
11,51.0,110,100
11,52.0,108,102
11,53.0,105,105
11,54.0,103,107
11,55.0,100,110
11,56.0,99,111
11,57.0,98,112
11,58.0,98,112
11,59.0,97,113
11,60.0,96,114
11,61.0,95,115
11,62.0,91,119
11,63.0,87,123
11,64.0,87,123
11,65.0,86,124
11,66.0,83,127
11,67.0,81,129
11,68.0,81,129
11,69.0,80,130
11,70.0,80,130
11,71.0,79,131
11,72.0,76,134
11,73.0,76,134
11,74.0,73,137
11,75.0,73,137
11,76.0,72,138
11,77.0,70,140
11,78.0,68,142
11,79.0,68,142
11,80.0,65,145
11,81.0,63,147
11,82.0,61,149
11,83.0,60,150
11,84.0,58,152
11,85.0,56,154
11,86.0,54,156
11,87.0,50,160
11,88.0,46,164
11,89.0,45,165
11,90.0,45,165
11,91.0,42,168
11,92.0,40,170
11,93.0,39,171
11,94.0,38,172
11,95.0,37,173
11,96.0,33,177
11,97.0,31,179
11,98.0,29,181
11,99.0,29,181
11,100.0,29,181
11,101.0,27,183
11,102.0,27,183
11,103.0,24,186
11,104.0,23,187
11,105.0,21,189
11,106.0,19,191
11,107.0,17,193
11,108.0,16,194
11,109.0,16,194
11,110.0,16,194
11,111.0,16,194
11,112.0,16,194
11,113.0,15,195
11,114.0,15,195
11,115.0,15,195
11,116.0,14,196
11,117.0,13,197
11,118.0,13,197
11,119.0,12,198
11,120.0,11,199
11,121.0,11,199
11,122.0,11,199
11,123.0,11,199
11,124.0,9,201
11,125.0,8,202
11,126.0,8,202
11,127.0,8,202
11,128.0,8,202
11,129.0,8,202
11,130.0,8,202
11,131.0,5,205
11,132.0,5,205
11,133.0,4,206
11,134.0,3,207
11,135.0,3,207
11,136.0,3,207
11,137.0,3,207
11,138.0,3,207
11,139.0,3,207
11,140.0,3,207
11,141.0,3,207
11,142.0,3,207
11,143.0,3,207
11,144.0,3,207
11,145.0,3,207
11,146.0,2,208
11,147.0,2,208
11,148.0,2,208
11,149.0,2,208
11,150.0,1,209
