"run","tick","human_count","zombie_count"
7,1.0,198,12
7,2.0,196,14
7,3.0,196,14
7,4.0,192,18
7,5.0,191,19
7,6.0,188,22
7,7.0,187,23
7,8.0,186,24
7,9.0,184,26
7,10.0,180,30
7,11.0,175,35
7,12.0,172,38
7,13.0,170,40
7,14.0,168,42
7,15.0,160,50
7,16.0,155,55
7,17.0,153,57
7,18.0,151,59
7,19.0,149,61
7,20.0,147,63
7,21.0,141,69
7,22.0,138,72
7,23.0,133,77
7,24.0,127,83
7,25.0,122,88
7,26.0,119,91
7,27.0,118,92
7,28.0,112,98
7,29.0,104,106
7,30.0,100,110
7,31.0,99,111
7,32.0,93,117
7,33.0,88,122
7,34.0,85,125
7,35.0,83,127
7,36.0,79,131
7,37.0,74,136
7,38.0,69,141
7,39.0,65,145
7,40.0,60,150
7,41.0,52,158
7,42.0,51,159
7,43.0,47,163
7,44.0,42,168
7,45.0,39,171
7,46.0,38,172
7,47.0,34,176
7,48.0,31,179
7,49.0,27,183
7,50.0,26,184
7,51.0,24,186
7,52.0,24,186
7,53.0,19,191
7,54.0,14,196
7,55.0,8,202
7,56.0,5,205
7,57.0,5,205
7,58.0,4,206
7,59.0,3,207
7,60.0,3,207
7,61.0,3,207
7,62.0,2,208
7,63.0,2,208
7,64.0,2,208
7,65.0,1,209
7,66.0,1,209
7,67.0,1,209
7,68.0,1,209
7,69.0,1,209
7,70.0,1,209
7,71.0,1,209
7,72.0,1,209
7,73.0,0,210
7,74.0,0,210
7,75.0,0,210
7,76.0,0,210
7,77.0,0,210
7,78.0,0,210
7,79.0,0,210
7,80.0,0,210
7,81.0,0,210
7,82.0,0,210
7,83.0,0,210
7,84.0,0,210
7,85.0,0,210
7,86.0,0,210
7,87.0,0,210
7,88.0,0,210
7,89.0,0,210
7,90.0,0,210
7,91.0,0,210
7,92.0,0,210
7,93.0,0,210
7,94.0,0,210
7,95.0,0,210
7,96.0,0,210
7,97.0,0,210
7,98.0,0,210
7,99.0,0,210
7,100.0,0,210
7,101.0,0,210
7,102.0,0,210
7,103.0,0,210
7,104.0,0,210
7,105.0,0,210
7,106.0,0,210
7,107.0,0,210
7,108.0,0,210
7,109.0,0,210
7,110.0,0,210
7,111.0,0,210
7,112.0,0,210
7,113.0,0,210
7,114.0,0,210
7,115.0,0,210
7,116.0,0,210
7,117.0,0,210
7,118.0,0,210
7,119.0,0,210
7,120.0,0,210
7,121.0,0,210
7,122.0,0,210
7,123.0,0,210
7,124.0,0,210
7,125.0,0,210
7,126.0,0,210
7,127.0,0,210
7,128.0,0,210
7,129.0,0,210
7,130.0,0,210
7,131.0,0,210
7,132.0,0,210
7,133.0,0,210
7,134.0,0,210
7,135.0,0,210
7,136.0,0,210
7,137.0,0,210
7,138.0,0,210
7,139.0,0,210
7,140.0,0,210
7,141.0,0,210
7,142.0,0,210
7,143.0,0,210
7,144.0,0,210
7,145.0,0,210
7,146.0,0,210
7,147.0,0,210
7,148.0,0,210
7,149.0,0,210
7,150.0,0,210
