"run","tick","human_count","zombie_count"
46,1.0,196,14
46,2.0,195,15
46,3.0,194,16
46,4.0,193,17
46,5.0,193,17
46,6.0,193,17
46,7.0,192,18
46,8.0,192,18
46,9.0,189,21
46,10.0,189,21
46,11.0,187,23
46,12.0,187,23
46,13.0,186,24
46,14.0,184,26
46,15.0,182,28
46,16.0,181,29
46,17.0,181,29
46,18.0,181,29
46,19.0,179,31
46,20.0,178,32
46,21.0,175,35
46,22.0,174,36
46,23.0,174,36
46,24.0,173,37
46,25.0,172,38
46,26.0,168,42
46,27.0,164,46
46,28.0,163,47
46,29.0,162,48
46,30.0,161,49
46,31.0,160,50
46,32.0,160,50
46,33.0,156,54
46,34.0,153,57
46,35.0,150,60
46,36.0,147,63
46,37.0,144,66
46,38.0,143,67
46,39.0,140,70
46,40.0,139,71
46,41.0,135,75
46,42.0,133,77
46,43.0,129,81
46,44.0,125,85
46,45.0,118,92
46,46.0,116,94
46,47.0,114,96
46,48.0,113,97
46,49.0,112,98
46,50.0,111,99
46,51.0,111,99
46,52.0,109,101
46,53.0,108,102
46,54.0,107,103
46,55.0,106,104
46,56.0,103,107
46,57.0,102,108
46,58.0,100,110
46,59.0,99,111
46,60.0,97,113
46,61.0,94,116
46,62.0,93,117
46,63.0,92,118
46,64.0,87,123
46,65.0,85,125
46,66.0,84,126
46,67.0,83,127
46,68.0,80,130
46,69.0,78,132
46,70.0,74,136
46,71.0,69,141
46,72.0,65,145
46,73.0,62,148
46,74.0,61,149
46,75.0,60,150
46,76.0,57,153
46,77.0,53,157
46,78.0,48,162
46,79.0,46,164
46,80.0,43,167
46,81.0,40,170
46,82.0,34,176
46,83.0,34,176
46,84.0,32,178
46,85.0,31,179
46,86.0,30,180
46,87.0,29,181
46,88.0,27,183
46,89.0,25,185
46,90.0,25,185
46,91.0,25,185
46,92.0,25,185
46,93.0,25,185
46,94.0,22,188
46,95.0,22,188
46,96.0,21,189
46,97.0,21,189
46,98.0,20,190
46,99.0,19,191
46,100.0,18,192
46,101.0,17,193
46,102.0,16,194
46,103.0,12,198
46,104.0,12,198
46,105.0,11,199
46,106.0,10,200
46,107.0,9,201
46,108.0,9,201
46,109.0,8,202
46,110.0,7,203
46,111.0,6,204
46,112.0,6,204
46,113.0,5,205
46,114.0,5,205
46,115.0,5,205
46,116.0,5,205
46,117.0,4,206
46,118.0,4,206
46,119.0,4,206
46,120.0,3,207
46,121.0,2,208
46,122.0,2,208
46,123.0,2,208
46,124.0,1,209
46,125.0,1,209
46,126.0,1,209
46,127.0,0,210
46,128.0,0,210
46,129.0,0,210
46,130.0,0,210
46,131.0,0,210
46,132.0,0,210
46,133.0,0,210
46,134.0,0,210
46,135.0,0,210
46,136.0,0,210
46,137.0,0,210
46,138.0,0,210
46,139.0,0,210
46,140.0,0,210
46,141.0,0,210
46,142.0,0,210
46,143.0,0,210
46,144.0,0,210
46,145.0,0,210
46,146.0,0,210
46,147.0,0,210
46,148.0,0,210
46,149.0,0,210
46,150.0,0,210
