"run","tick","human_count","zombie_count"
39,1.0,199,11
39,2.0,198,12
39,3.0,198,12
39,4.0,198,12
39,5.0,198,12
39,6.0,197,13
39,7.0,196,14
39,8.0,194,16
39,9.0,194,16
39,10.0,193,17
39,11.0,192,18
39,12.0,192,18
39,13.0,192,18
39,14.0,191,19
39,15.0,189,21
39,16.0,187,23
39,17.0,186,24
39,18.0,182,28
39,19.0,181,29
39,20.0,181,29
39,21.0,180,30
39,22.0,178,32
39,23.0,178,32
39,24.0,178,32
39,25.0,176,34
39,26.0,175,35
39,27.0,175,35
39,28.0,174,36
39,29.0,172,38
39,30.0,171,39
39,31.0,165,45
39,32.0,162,48
39,33.0,162,48
39,34.0,158,52
39,35.0,156,54
39,36.0,154,56
39,37.0,149,61
39,38.0,148,62
39,39.0,147,63
39,40.0,145,65
39,41.0,144,66
39,42.0,143,67
39,43.0,139,71
39,44.0,137,73
39,45.0,136,74
39,46.0,134,76
39,47.0,131,79
39,48.0,128,82
39,49.0,124,86
39,50.0,121,89
39,51.0,116,94
39,52.0,108,102
39,53.0,101,109
39,54.0,94,116
39,55.0,91,119
39,56.0,86,124
39,57.0,81,129
39,58.0,78,132
39,59.0,77,133
39,60.0,71,139
39,61.0,69,141
39,62.0,65,145
39,63.0,60,150
39,64.0,58,152
39,65.0,56,154
39,66.0,50,160
39,67.0,49,161
39,68.0,46,164
39,69.0,43,167
39,70.0,37,173
39,71.0,35,175
39,72.0,32,178
39,73.0,31,179
39,74.0,27,183
39,75.0,26,184
39,76.0,25,185
39,77.0,23,187
39,78.0,22,188
39,79.0,20,190
39,80.0,18,192
39,81.0,16,194
39,82.0,16,194
39,83.0,15,195
39,84.0,12,198
39,85.0,11,199
39,86.0,11,199
39,87.0,11,199
39,88.0,11,199
39,89.0,11,199
39,90.0,11,199
39,91.0,11,199
39,92.0,9,201
39,93.0,9,201
39,94.0,9,201
39,95.0,7,203
39,96.0,7,203
39,97.0,7,203
39,98.0,5,205
39,99.0,4,206
39,100.0,3,207
39,101.0,2,208
39,102.0,2,208
39,103.0,2,208
39,104.0,2,208
39,105.0,1,209
39,106.0,1,209
39,107.0,1,209
39,108.0,1,209
39,109.0,1,209
39,110.0,1,209
39,111.0,1,209
39,112.0,1,209
39,113.0,1,209
39,114.0,1,209
39,115.0,0,210
39,116.0,0,210
39,117.0,0,210
39,118.0,0,210
39,119.0,0,210
39,120.0,0,210
39,121.0,0,210
39,122.0,0,210
39,123.0,0,210
39,124.0,0,210
39,125.0,0,210
39,126.0,0,210
39,127.0,0,210
39,128.0,0,210
39,129.0,0,210
39,130.0,0,210
39,131.0,0,210
39,132.0,0,210
39,133.0,0,210
39,134.0,0,210
39,135.0,0,210
39,136.0,0,210
39,137.0,0,210
39,138.0,0,210
39,139.0,0,210
39,140.0,0,210
39,141.0,0,210
39,142.0,0,210
39,143.0,0,210
39,144.0,0,210
39,145.0,0,210
39,146.0,0,210
39,147.0,0,210
39,148.0,0,210
39,149.0,0,210
39,150.0,0,210
