"run","tick","human_count","zombie_count"
47,1.0,194,16
47,2.0,192,18
47,3.0,190,20
47,4.0,187,23
47,5.0,185,25
47,6.0,182,28
47,7.0,179,31
47,8.0,177,33
47,9.0,177,33
47,10.0,176,34
47,11.0,173,37
47,12.0,170,40
47,13.0,170,40
47,14.0,167,43
47,15.0,163,47
47,16.0,161,49
47,17.0,160,50
47,18.0,156,54
47,19.0,153,57
47,20.0,151,59
47,21.0,148,62
47,22.0,146,64
47,23.0,142,68
47,24.0,138,72
47,25.0,133,77
47,26.0,129,81
47,27.0,125,85
47,28.0,122,88
47,29.0,117,93
47,30.0,113,97
47,31.0,109,101
47,32.0,107,103
47,33.0,104,106
47,34.0,99,111
47,35.0,96,114
47,36.0,90,120
47,37.0,86,124
47,38.0,85,125
47,39.0,83,127
47,40.0,81,129
47,41.0,78,132
47,42.0,72,138
47,43.0,70,140
47,44.0,66,144
47,45.0,62,148
47,46.0,60,150
47,47.0,56,154
47,48.0,52,158
47,49.0,50,160
47,50.0,47,163
47,51.0,46,164
47,52.0,42,168
47,53.0,40,170
47,54.0,36,174
47,55.0,33,177
47,56.0,31,179
47,57.0,28,182
47,58.0,26,184
47,59.0,24,186
47,60.0,22,188
47,61.0,21,189
47,62.0,18,192
47,63.0,17,193
47,64.0,12,198
47,65.0,11,199
47,66.0,9,201
47,67.0,8,202
47,68.0,6,204
47,69.0,6,204
47,70.0,5,205
47,71.0,4,206
47,72.0,3,207
47,73.0,3,207
47,74.0,2,208
47,75.0,2,208
47,76.0,0,210
47,77.0,0,210
47,78.0,0,210
47,79.0,0,210
47,80.0,0,210
47,81.0,0,210
47,82.0,0,210
47,83.0,0,210
47,84.0,0,210
47,85.0,0,210
47,86.0,0,210
47,87.0,0,210
47,88.0,0,210
47,89.0,0,210
47,90.0,0,210
47,91.0,0,210
47,92.0,0,210
47,93.0,0,210
47,94.0,0,210
47,95.0,0,210
47,96.0,0,210
47,97.0,0,210
47,98.0,0,210
47,99.0,0,210
47,100.0,0,210
47,101.0,0,210
47,102.0,0,210
47,103.0,0,210
47,104.0,0,210
47,105.0,0,210
47,106.0,0,210
47,107.0,0,210
47,108.0,0,210
47,109.0,0,210
47,110.0,0,210
47,111.0,0,210
47,112.0,0,210
47,113.0,0,210
47,114.0,0,210
47,115.0,0,210
47,116.0,0,210
47,117.0,0,210
47,118.0,0,210
47,119.0,0,210
47,120.0,0,210
47,121.0,0,210
47,122.0,0,210
47,123.0,0,210
47,124.0,0,210
47,125.0,0,210
47,126.0,0,210
47,127.0,0,210
47,128.0,0,210
47,129.0,0,210
47,130.0,0,210
47,131.0,0,210
47,132.0,0,210
47,133.0,0,210
47,134.0,0,210
47,135.0,0,210
47,136.0,0,210
47,137.0,0,210
47,138.0,0,210
47,139.0,0,210
47,140.0,0,210
47,141.0,0,210
47,142.0,0,210
47,143.0,0,210
47,144.0,0,210
47,145.0,0,210
47,146.0,0,210
47,147.0,0,210
47,148.0,0,210
47,149.0,0,210
47,150.0,0,210
