"run","tick","human_count","zombie_count"
16,1.0,196,14
16,2.0,195,15
16,3.0,195,15
16,4.0,195,15
16,5.0,195,15
16,6.0,192,18
16,7.0,192,18
16,8.0,191,19
16,9.0,191,19
16,10.0,191,19
16,11.0,191,19
16,12.0,191,19
16,13.0,190,20
16,14.0,188,22
16,15.0,186,24
16,16.0,186,24
16,17.0,186,24
16,18.0,182,28
16,19.0,182,28
16,20.0,180,30
16,21.0,180,30
16,22.0,180,30
16,23.0,178,32
16,24.0,177,33
16,25.0,174,36
16,26.0,174,36
16,27.0,173,37
16,28.0,170,40
16,29.0,169,41
16,30.0,169,41
16,31.0,166,44
16,32.0,163,47
16,33.0,160,50
16,34.0,158,52
16,35.0,154,56
16,36.0,154,56
16,37.0,152,58
16,38.0,151,59
16,39.0,149,61
16,40.0,149,61
16,41.0,149,61
16,42.0,143,67
16,43.0,142,68
16,44.0,138,72
16,45.0,135,75
16,46.0,133,77
16,47.0,131,79
16,48.0,130,80
16,49.0,127,83
16,50.0,124,86
16,51.0,122,88
16,52.0,122,88
16,53.0,122,88
16,54.0,121,89
16,55.0,121,89
16,56.0,119,91
16,57.0,115,95
16,58.0,115,95
16,59.0,108,102
16,60.0,107,103
16,61.0,105,105
16,62.0,102,108
16,63.0,101,109
16,64.0,99,111
16,65.0,99,111
16,66.0,97,113
16,67.0,94,116
16,68.0,93,117
16,69.0,91,119
16,70.0,89,121
16,71.0,83,127
16,72.0,81,129
16,73.0,78,132
16,74.0,75,135
16,75.0,70,140
16,76.0,69,141
16,77.0,68,142
16,78.0,68,142
16,79.0,67,143
16,80.0,66,144
16,81.0,65,145
16,82.0,63,147
16,83.0,59,151
16,84.0,54,156
16,85.0,53,157
16,86.0,51,159
16,87.0,49,161
16,88.0,44,166
16,89.0,39,171
16,90.0,37,173
16,91.0,36,174
16,92.0,34,176
16,93.0,32,178
16,94.0,32,178
16,95.0,30,180
16,96.0,29,181
16,97.0,26,184
16,98.0,23,187
16,99.0,21,189
16,100.0,20,190
16,101.0,20,190
16,102.0,18,192
16,103.0,17,193
16,104.0,15,195
16,105.0,13,197
16,106.0,13,197
16,107.0,11,199
16,108.0,9,201
16,109.0,9,201
16,110.0,9,201
16,111.0,8,202
16,112.0,8,202
16,113.0,7,203
16,114.0,7,203
16,115.0,6,204
16,116.0,6,204
16,117.0,6,204
16,118.0,6,204
16,119.0,5,205
16,120.0,4,206
16,121.0,3,207
16,122.0,3,207
16,123.0,3,207
16,124.0,3,207
16,125.0,3,207
16,126.0,3,207
16,127.0,3,207
16,128.0,2,208
16,129.0,2,208
16,130.0,2,208
16,131.0,2,208
16,132.0,2,208
16,133.0,2,208
16,134.0,2,208
16,135.0,2,208
16,136.0,2,208
16,137.0,2,208
16,138.0,2,208
16,139.0,1,209
16,140.0,1,209
16,141.0,1,209
16,142.0,0,210
16,143.0,0,210
16,144.0,0,210
16,145.0,0,210
16,146.0,0,210
16,147.0,0,210
16,148.0,0,210
16,149.0,0,210
16,150.0,0,210
