"run","tick","human_count","zombie_count"
45,1.0,199,11
45,2.0,199,11
45,3.0,198,12
45,4.0,198,12
45,5.0,196,14
45,6.0,196,14
45,7.0,196,14
45,8.0,196,14
45,9.0,196,14
45,10.0,195,15
45,11.0,195,15
45,12.0,195,15
45,13.0,195,15
45,14.0,194,16
45,15.0,194,16
45,16.0,194,16
45,17.0,191,19
45,18.0,191,19
45,19.0,191,19
45,20.0,189,21
45,21.0,189,21
45,22.0,188,22
45,23.0,187,23
45,24.0,187,23
45,25.0,185,25
45,26.0,184,26
45,27.0,183,27
45,28.0,182,28
45,29.0,180,30
45,30.0,179,31
45,31.0,179,31
45,32.0,177,33
45,33.0,177,33
45,34.0,177,33
45,35.0,175,35
45,36.0,175,35
45,37.0,175,35
45,38.0,175,35
45,39.0,172,38
45,40.0,169,41
45,41.0,168,42
45,42.0,166,44
45,43.0,163,47
45,44.0,161,49
45,45.0,157,53
45,46.0,152,58
45,47.0,151,59
45,48.0,146,64
45,49.0,143,67
45,50.0,141,69
45,51.0,139,71
45,52.0,137,73
45,53.0,132,78
45,54.0,130,80
45,55.0,126,84
45,56.0,122,88
45,57.0,119,91
45,58.0,117,93
45,59.0,115,95
45,60.0,112,98
45,61.0,110,100
45,62.0,108,102
45,63.0,105,105
45,64.0,100,110
45,65.0,97,113
45,66.0,92,118
45,67.0,85,125
45,68.0,82,128
45,69.0,80,130
45,70.0,73,137
45,71.0,68,142
45,72.0,68,142
45,73.0,68,142
45,74.0,67,143
45,75.0,63,147
45,76.0,58,152
45,77.0,55,155
45,78.0,51,159
45,79.0,50,160
45,80.0,46,164
45,81.0,44,166
45,82.0,42,168
45,83.0,41,169
45,84.0,39,171
45,85.0,38,172
45,86.0,35,175
45,87.0,34,176
45,88.0,30,180
45,89.0,29,181
45,90.0,28,182
45,91.0,28,182
45,92.0,25,185
45,93.0,24,186
45,94.0,23,187
45,95.0,22,188
45,96.0,21,189
45,97.0,21,189
45,98.0,17,193
45,99.0,15,195
45,100.0,14,196
45,101.0,13,197
45,102.0,13,197
45,103.0,13,197
45,104.0,12,198
45,105.0,11,199
45,106.0,11,199
45,107.0,10,200
45,108.0,9,201
45,109.0,8,202
45,110.0,7,203
45,111.0,7,203
45,112.0,7,203
45,113.0,7,203
45,114.0,6,204
45,115.0,5,205
45,116.0,4,206
45,117.0,3,207
45,118.0,3,207
45,119.0,3,207
45,120.0,3,207
45,121.0,2,208
45,122.0,2,208
45,123.0,2,208
45,124.0,2,208
45,125.0,2,208
45,126.0,2,208
45,127.0,2,208
45,128.0,2,208
45,129.0,2,208
45,130.0,2,208
45,131.0,0,210
45,132.0,0,210
45,133.0,0,210
45,134.0,0,210
45,135.0,0,210
45,136.0,0,210
45,137.0,0,210
45,138.0,0,210
45,139.0,0,210
45,140.0,0,210
45,141.0,0,210
45,142.0,0,210
45,143.0,0,210
45,144.0,0,210
45,145.0,0,210
45,146.0,0,210
45,147.0,0,210
45,148.0,0,210
45,149.0,0,210
45,150.0,0,210
