"run","tick","human_count","zombie_count"
26,1.0,196,14
26,2.0,195,15
26,3.0,193,17
26,4.0,192,18
26,5.0,190,20
26,6.0,187,23
26,7.0,186,24
26,8.0,183,27
26,9.0,181,29
26,10.0,180,30
26,11.0,178,32
26,12.0,177,33
26,13.0,176,34
26,14.0,176,34
26,15.0,173,37
26,16.0,172,38
26,17.0,171,39
26,18.0,168,42
26,19.0,166,44
26,20.0,164,46
26,21.0,163,47
26,22.0,159,51
26,23.0,158,52
26,24.0,157,53
26,25.0,156,54
26,26.0,154,56
26,27.0,152,58
26,28.0,149,61
26,29.0,148,62
26,30.0,148,62
26,31.0,146,64
26,32.0,143,67
26,33.0,142,68
26,34.0,142,68
26,35.0,140,70
26,36.0,139,71
26,37.0,138,72
26,38.0,135,75
26,39.0,133,77
26,40.0,132,78
26,41.0,130,80
26,42.0,127,83
26,43.0,121,89
26,44.0,119,91
26,45.0,119,91
26,46.0,118,92
26,47.0,116,94
26,48.0,114,96
26,49.0,112,98
26,50.0,110,100
26,51.0,107,103
26,52.0,104,106
26,53.0,102,108
26,54.0,102,108
26,55.0,100,110
26,56.0,98,112
26,57.0,97,113
26,58.0,96,114
26,59.0,93,117
26,60.0,90,120
26,61.0,86,124
26,62.0,84,126
26,63.0,82,128
26,64.0,82,128
26,65.0,80,130
26,66.0,78,132
26,67.0,77,133
26,68.0,76,134
26,69.0,76,134
26,70.0,76,134
26,71.0,76,134
26,72.0,74,136
26,73.0,71,139
26,74.0,69,141
26,75.0,68,142
26,76.0,66,144
26,77.0,64,146
26,78.0,61,149
26,79.0,58,152
26,80.0,56,154
26,81.0,52,158
26,82.0,48,162
26,83.0,45,165
26,84.0,42,168
26,85.0,37,173
26,86.0,35,175
26,87.0,34,176
26,88.0,32,178
26,89.0,31,179
26,90.0,30,180
26,91.0,29,181
26,92.0,27,183
26,93.0,27,183
26,94.0,25,185
26,95.0,23,187
26,96.0,23,187
26,97.0,20,190
26,98.0,20,190
26,99.0,19,191
26,100.0,19,191
26,101.0,18,192
26,102.0,18,192
26,103.0,17,193
26,104.0,15,195
26,105.0,15,195
26,106.0,15,195
26,107.0,15,195
26,108.0,13,197
26,109.0,13,197
26,110.0,10,200
26,111.0,9,201
26,112.0,8,202
26,113.0,8,202
26,114.0,8,202
26,115.0,6,204
26,116.0,4,206
26,117.0,4,206
26,118.0,3,207
26,119.0,3,207
26,120.0,2,208
26,121.0,1,209
26,122.0,1,209
26,123.0,1,209
26,124.0,1,209
26,125.0,1,209
26,126.0,1,209
26,127.0,1,209
26,128.0,1,209
26,129.0,1,209
26,130.0,1,209
26,131.0,0,210
26,132.0,0,210
26,133.0,0,210
26,134.0,0,210
26,135.0,0,210
26,136.0,0,210
26,137.0,0,210
26,138.0,0,210
26,139.0,0,210
26,140.0,0,210
26,141.0,0,210
26,142.0,0,210
26,143.0,0,210
26,144.0,0,210
26,145.0,0,210
26,146.0,0,210
26,147.0,0,210
26,148.0,0,210
26,149.0,0,210
26,150.0,0,210
