"run","tick","human_count","zombie_count"
48,1.0,195,15
48,2.0,194,16
48,3.0,193,17
48,4.0,189,21
48,5.0,188,22
48,6.0,185,25
48,7.0,184,26
48,8.0,183,27
48,9.0,180,30
48,10.0,175,35
48,11.0,173,37
48,12.0,170,40
48,13.0,165,45
48,14.0,164,46
48,15.0,162,48
48,16.0,160,50
48,17.0,158,52
48,18.0,155,55
48,19.0,152,58
48,20.0,147,63
48,21.0,143,67
48,22.0,134,76
48,23.0,129,81
48,24.0,125,85
48,25.0,123,87
48,26.0,119,91
48,27.0,113,97
48,28.0,107,103
48,29.0,100,110
48,30.0,95,115
48,31.0,85,125
48,32.0,82,128
48,33.0,80,130
48,34.0,76,134
48,35.0,71,139
48,36.0,66,144
48,37.0,62,148
48,38.0,60,150
48,39.0,52,158
48,40.0,49,161
48,41.0,45,165
48,42.0,43,167
48,43.0,37,173
48,44.0,36,174
48,45.0,35,175
48,46.0,33,177
48,47.0,30,180
48,48.0,30,180
48,49.0,28,182
48,50.0,25,185
48,51.0,21,189
48,52.0,17,193
48,53.0,16,194
48,54.0,16,194
48,55.0,15,195
48,56.0,14,196
48,57.0,12,198
48,58.0,12,198
48,59.0,11,199
48,60.0,11,199
48,61.0,10,200
48,62.0,9,201
48,63.0,6,204
48,64.0,4,206
48,65.0,4,206
48,66.0,4,206
48,67.0,3,207
48,68.0,3,207
48,69.0,3,207
48,70.0,2,208
48,71.0,2,208
48,72.0,2,208
48,73.0,1,209
48,74.0,1,209
48,75.0,1,209
48,76.0,1,209
48,77.0,0,210
48,78.0,0,210
48,79.0,0,210
48,80.0,0,210
48,81.0,0,210
48,82.0,0,210
48,83.0,0,210
48,84.0,0,210
48,85.0,0,210
48,86.0,0,210
48,87.0,0,210
48,88.0,0,210
48,89.0,0,210
48,90.0,0,210
48,91.0,0,210
48,92.0,0,210
48,93.0,0,210
48,94.0,0,210
48,95.0,0,210
48,96.0,0,210
48,97.0,0,210
48,98.0,0,210
48,99.0,0,210
48,100.0,0,210
48,101.0,0,210
48,102.0,0,210
48,103.0,0,210
48,104.0,0,210
48,105.0,0,210
48,106.0,0,210
48,107.0,0,210
48,108.0,0,210
48,109.0,0,210
48,110.0,0,210
48,111.0,0,210
48,112.0,0,210
48,113.0,0,210
48,114.0,0,210
48,115.0,0,210
48,116.0,0,210
48,117.0,0,210
48,118.0,0,210
48,119.0,0,210
48,120.0,0,210
48,121.0,0,210
48,122.0,0,210
48,123.0,0,210
48,124.0,0,210
48,125.0,0,210
48,126.0,0,210
48,127.0,0,210
48,128.0,0,210
48,129.0,0,210
48,130.0,0,210
48,131.0,0,210
48,132.0,0,210
48,133.0,0,210
48,134.0,0,210
48,135.0,0,210
48,136.0,0,210
48,137.0,0,210
48,138.0,0,210
48,139.0,0,210
48,140.0,0,210
48,141.0,0,210
48,142.0,0,210
48,143.0,0,210
48,144.0,0,210
48,145.0,0,210
48,146.0,0,210
48,147.0,0,210
48,148.0,0,210
48,149.0,0,210
48,150.0,0,210
