"run","tick","human_count","zombie_count"
49,1.0,199,11
49,2.0,199,11
49,3.0,197,13
49,4.0,196,14
49,5.0,196,14
49,6.0,195,15
49,7.0,195,15
49,8.0,195,15
49,9.0,194,16
49,10.0,194,16
49,11.0,193,17
49,12.0,193,17
49,13.0,191,19
49,14.0,190,20
49,15.0,190,20
49,16.0,187,23
49,17.0,187,23
49,18.0,186,24
49,19.0,185,25
49,20.0,183,27
49,21.0,180,30
49,22.0,179,31
49,23.0,177,33
49,24.0,176,34
49,25.0,174,36
49,26.0,172,38
49,27.0,169,41
49,28.0,165,45
49,29.0,163,47
49,30.0,161,49
49,31.0,160,50
49,32.0,158,52
49,33.0,158,52
49,34.0,157,53
49,35.0,157,53
49,36.0,155,55
49,37.0,150,60
49,38.0,145,65
49,39.0,141,69
49,40.0,138,72
49,41.0,136,74
49,42.0,134,76
49,43.0,132,78
49,44.0,130,80
49,45.0,127,83
49,46.0,125,85
49,47.0,123,87
49,48.0,118,92
49,49.0,115,95
49,50.0,112,98
49,51.0,109,101
49,52.0,106,104
49,53.0,104,106
49,54.0,99,111
49,55.0,98,112
49,56.0,95,115
49,57.0,90,120
49,58.0,84,126
49,59.0,83,127
49,60.0,80,130
49,61.0,76,134
49,62.0,73,137
49,63.0,71,139
49,64.0,70,140
49,65.0,66,144
49,66.0,63,147
49,67.0,60,150
49,68.0,56,154
49,69.0,54,156
49,70.0,51,159
49,71.0,48,162
49,72.0,45,165
49,73.0,44,166
49,74.0,43,167
49,75.0,37,173
49,76.0,37,173
49,77.0,36,174
49,78.0,30,180
49,79.0,30,180
49,80.0,29,181
49,81.0,25,185
49,82.0,21,189
49,83.0,21,189
49,84.0,15,195
49,85.0,13,197
49,86.0,13,197
49,87.0,12,198
49,88.0,10,200
49,89.0,8,202
49,90.0,5,205
49,91.0,5,205
49,92.0,5,205
49,93.0,4,206
49,94.0,4,206
49,95.0,2,208
49,96.0,0,210
49,97.0,0,210
49,98.0,0,210
49,99.0,0,210
49,100.0,0,210
49,101.0,0,210
49,102.0,0,210
49,103.0,0,210
49,104.0,0,210
49,105.0,0,210
49,106.0,0,210
49,107.0,0,210
49,108.0,0,210
49,109.0,0,210
49,110.0,0,210
49,111.0,0,210
49,112.0,0,210
49,113.0,0,210
49,114.0,0,210
49,115.0,0,210
49,116.0,0,210
49,117.0,0,210
49,118.0,0,210
49,119.0,0,210
49,120.0,0,210
49,121.0,0,210
49,122.0,0,210
49,123.0,0,210
49,124.0,0,210
49,125.0,0,210
49,126.0,0,210
49,127.0,0,210
49,128.0,0,210
49,129.0,0,210
49,130.0,0,210
49,131.0,0,210
49,132.0,0,210
49,133.0,0,210
49,134.0,0,210
49,135.0,0,210
49,136.0,0,210
49,137.0,0,210
49,138.0,0,210
49,139.0,0,210
49,140.0,0,210
49,141.0,0,210
49,142.0,0,210
49,143.0,0,210
49,144.0,0,210
49,145.0,0,210
49,146.0,0,210
49,147.0,0,210
49,148.0,0,210
49,149.0,0,210
49,150.0,0,210
